EuroCrops: Harmonized Open Crop Dataset,,,,,
translated_name-original_name,HCAT3_name,HCAT2_name,gpw_class,weight,obs
Silage maize,green_silo_maize,green_silo_maize,3,1,
Silage maize (as staple feed)Silage maize (as staple feed),green_silo_maizegreen_silo_maize,green_silo_maizegreen_silo_maize,3,1,
Silk plants (Indian-S.),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Silo maize,green_silo_maize,green_silo_maize,3,1,
Silphium (streaky Silphie,silphium_rosinweeds,silphium_rosinweeds,3,1,
Silphium (through-growth,silphium_rosinweeds,silphium_rosinweeds,3,1,
Silver comb,silver_comb,silver_comb,3,1,
Silvergrass,miscanthus_silvergrass,miscanthus_silvergrass,1,2,
Slender ash tree,tree_wood_forest,tree_wood_forest,0,1,
SnapdragonsSnapdragons,snapdragonssnapdragons,snapdragonssnapdragons,3,1,
Soft spring wheat,spring_common_soft_wheat,spring_common_soft_wheat,3,1,
Soft winter wheat,winter_common_soft_wheat,winter_common_soft_wheat,3,1,
Solitary Trees,tree_wood_forest,tree_wood_forest,0,1,
Sorb tree,tree_wood_forest,tree_wood_forest,0,1,
SorghumSorghumSorghumSorghum,millet_sorghummillet_sorghummillet_sorghummillet_sorghum,millet_sorghummillet_sorghummillet_sorghummillet_sorghum,3,1,
Sorghum (grain orghum),millet_sorghum,millet_sorghum,3,1,
Sorghum bicolor,millet_sorghum,millet_sorghum,3,1,
SorrelSorrel,sorrelsorrel,sorrelsorrel,3,1,
Sour cherry,cherry_cherries,cherry_cherries,3,1,
Sour cherry incl. morello cherry,cherry_cherries,cherry_cherries,3,1,
Sour cherry with undergrowth of grass,cherry_cherries,cherry_cherries,3,1,
Sour cherry without undergrowth of grass,cherry_cherries,cherry_cherries,3,1,
Sowing coriander or kinza,coriander,coriander,3,1,
Sown oats,oats,oats,3,1,
Soy beans,soy_soybeans,soy_soybeans,3,1,
SoybeanSoybean,soy_soybeanssoy_soybeans,soy_soybeanssoy_soybeans,3,1,
SoybeansSoybeansSoybeansSoybeans,soy_soybeanssoy_soybeanssoy_soybeanssoy_soybeans,soy_soybeanssoy_soybeanssoy_soybeanssoy_soybeans,3,1,
Soybeans (fodder plant),soy_soybeans,soy_soybeans,3,1,
Soybeans (oil plant),soy_soybeans,soy_soybeans,3,1,
Spanish pepper (paprika,bell_pepper_paprika,bell_pepper_paprika,3,1,
SpeltSpeltSpeltSpelt,speltspeltspeltspelt,speltspeltspeltspelt,3,1,
Spelt summer,spring_spelt,summer_spelt,3,1,
Spelt wheat,spelt,spelt,3,1,
"Spelt wheat, winter",winter_spelt,winter_spelt,3,1,
Spelt winter,winter_spelt,winter_spelt,3,1,
Spelt with legumes,spelt,spelt,3,1,
Spelt with the exception of legumes,spelt,spelt,3,1,
Spices (other),aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
SpinachSpinachSpinachSpinach,spinachspinachspinachspinach,spinachspinachspinachspinach,3,1,
Spinach - fresh,spinach,spinach,3,1,
Spinach - industry,spinach,spinach,3,1,
Spinach production,spinach,spinach,3,1,
Spinach seedsSpinach seeds,spinachspinach,spinachspinach,3,1,
Spinach seeds and propagation material,spinach,spinach,3,1,
Spring Fodder Pea planted for the 2018 harvest,peas,peas,3,1,
Spring barleySpring barleySpring barleySpring barley,spring_barleyspring_barleyspring_barleyspring_barley,spring_barleyspring_barleyspring_barleyspring_barley,3,1,
Spring barley undersown (excl. legumes),spring_barley,spring_barley,3,1,
Spring barley undersown with legumes,spring_barley,spring_barley,3,1,
Spring barley wholecrop,spring_barley,spring_barley,3,1,
Spring durum wheat,spring_durum_hard_wheat,spring_durum_hard_wheat,3,1,
Spring fodder pea planted for the 2017 harvest,peas,peas,3,1,
Spring forage lupin planted for 2017 harvest,sweet_lupins,sweet_lupins,3,1,
Spring forage lupin planted for 2018 harvest,sweet_lupins,sweet_lupins,3,1,
Spring forage lupine planted for the 2015 harvest,sweet_lupins,sweet_lupins,3,1,
Spring forage lupine planted for the 2016 harvest,sweet_lupins,sweet_lupins,3,1,
Spring non-textile linen,flax_linen,flax_linen,3,1,
Spring oatsSpring oats,spring_oatsspring_oats,spring_oatsspring_oats,3,1,
Spring oats wholecrop,spring_oats,spring_oats,3,1,
Spring oilseed rapeSpring oilseed rape,spring_rapeseed_rapespring_rapeseed_rape,spring_rapeseed_rapespring_rapeseed_rape,3,1,
Spring peas sown after 31 May,peas,peas,3,1,
Spring peas sown before 31 May,peas,peas,3,1,
Spring rape,spring_rapeseed_rape,spring_rapeseed_rape,3,1,
Spring rapeseed,spring_rapeseed_rape,spring_rapeseed_rape,3,1,
Spring ryeSpring rye,spring_ryespring_rye,spring_ryespring_rye,3,1,
Spring spelt,spring_spelt,spring_spelt,3,1,
Spring triticaleSpring triticaleSpring triticale,spring_triticalespring_triticalespring_triticale,spring_triticalespring_triticalespring_triticale,3,1,
Spring turnip rape,spring_rapeseed_rape,spring_rapeseed_rape,3,1,
Spring turnip rape undersown with legumes,turnips,turnips,3,1,
Spring wheatSpring wheat,spring_common_soft_wheatspring_common_soft_wheat,spring_common_soft_wheatspring_common_soft_wheat,3,1,
Spring wheat bread wheat,spring_common_soft_wheat,spring_common_soft_wheat,3,1,
Spring wheat undersown (excl. legumes),spring_common_soft_wheat,spring_common_soft_wheat,3,1,
Spring wheat undersown with legumes,spring_common_soft_wheat,spring_common_soft_wheat,3,1,
Spring wheat wholecrop,spring_common_soft_wheat,spring_common_soft_wheat,3,1,
Squash,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
St. John's Herbs (Genuine J.),st_johns_wort,st_johns_wort,3,1,
St. John's Wort,st_johns_wort,st_johns_wort,3,1,
Standard green beans/green beans - industry,beans,beans,3,1,
Starch potato,potatoes,potatoes,3,1,
Starch potatoesStarch potatoes,potatoespotatoes,potatoespotatoes,3,1,
Starch potatoes and other potatoes,potatoes,potatoes,3,1,
Steep slope viticulture,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Sticky alder,tree_wood_forest,tree_wood_forest,0,1,
Stone fruitStone fruit,orchards_fruitsorchards_fruits,orchards_fruitsorchards_fruits,3,1,
Stonecrop,stonecrop,stonecrop,3,1,
StrawberriesStrawberriesStrawberriesStrawberries,strawberriesstrawberriesstrawberriesstrawberries,strawberriesstrawberriesstrawberriesstrawberries,3,1,
Strawberries (open field or under low cover),strawberries,strawberries,3,1,
Strawberries on racks production,strawberries,strawberries,3,1,
Strawberries on racks propagation,strawberries,strawberries,3,1,
Strawberries on racks seeds and propagation material,strawberries,strawberries,3,1,
Strawberries on racks waiting bed,strawberries,strawberries,3,1,
Strawberries open ground production,strawberries,strawberries,3,1,
Strawberries open ground propagation,strawberries,strawberries,3,1,
Strawberries open ground seeds and propagation material,strawberries,strawberries,3,1,
StrawberryStrawberryStrawberry,strawberriesstrawberriesstrawberries,strawberriesstrawberriesstrawberries,3,1,
Strawberry cultivation,strawberries,strawberries,3,1,
Strawberry open ground waiting bed,strawberries,strawberries,3,1,
String beans - fresh,beans,beans,3,1,
String beans - industry,beans,beans,3,1,
Stubble Tubers,turnips,turnips,3,1,
Sudan grassSudan grassSudan grass,poaceae_grassespoaceae_grassespoaceae_grasses,poaceae_grassespoaceae_grassespoaceae_grasses,3,1,
Sudan grass/Sorghum,unspecified_season_millet_sorghum,unspecified_season_millet_sorghum,3,1,
Sudan sorghum,millet_sorghum,millet_sorghum,3,1,
Sugar beetSugar beetSugar beetSugar beetSugar beetSugar beet,sugar_beetsugar_beetsugar_beetsugar_beetsugar_beetsugar_beet,sugar_beetsugar_beetsugar_beetsugar_beetsugar_beetsugar_beet,3,1,
Sugar beet for factory,sugar_beet,sugar_beet,3,1,
Sugar beet for fodder,sugar_beet,sugar_beet,3,1,
Sugar melon,melon,melon,3,1,
Sugar melon (cucumis melo),melon,melon,3,1,
Summer barleySummer barley,spring_barleyspring_barley,summer_barleysummer_barley,3,1,
Summer cereals,summer_unspecified_cereals,summer_unspecified_cereals,3,1,
Summer cereals without wheat,spring_meslin,summer_meslin,3,1,
Summer durum wheat / durumSummer durum wheat / durum,spring_durum_hard_wheatspring_durum_hard_wheat,summer_durum_hard_wheatsummer_durum_hard_wheat,3,1,
Summer emmer / Einkorn,spring_emmer,summer_emmer,3,1,
Summer emmer / single grain,spring_emmer,summer_emmer,3,1,
Summer mixed grain,spring_meslin,summer_meslin,3,1,
Summer mixed grain,spring_unspecified_cereals,summer_unspecified_cereals,3,1,
Summer oatsSummer oats,spring_oatsspring_oats,summer_oatssummer_oats,3,1,
Summer rapeSummer rapeSummer rape,summer_rapeseed_rapesummer_rapeseed_rapesummer_rapeseed_rape,summer_rapeseed_rapesummer_rapeseed_rapesummer_rapeseed_rape,3,1,
Summer rape with leguminous sowing,summer_rapeseed_rape,summer_rapeseed_rape,3,1,
Summer rapeseed (rapeseed,summer_rapeseed_rape,summer_rapeseed_rape,3,1,
Summer ryeSummer rye,spring_ryespring_rye,summer_ryesummer_rye,3,1,
Summer savory,other_aromatic_medicinal_culinary_plants_spices_herbs,other_aromatic_medicinal_culinary_plants_spices_herbs,3,1,
Summer soft wheat,spring_common_soft_wheat,summer_common_soft_wheat,3,1,
Summer speltSummer spelt,spring_speltspring_spelt,summer_speltsummer_spelt,3,1,
Summer triticaleSummer triticale,spring_triticalespring_triticale,summer_triticalesummer_triticale,3,1,
Summer triticale with grass or legume paste,spring_triticale,summer_triticale,3,1,
Summer trout with sown legumes,legumes_dried_pulses_protein_crops,legumes_dried_pulses_protein_crops,3,1,
Summer turnip rape (also rapeseed),spring_rapeseed_rape,summer_rapeseed_rape,3,1,
Sun hat (narrow purple),echinacea_sun_hat,echinacea_sun_hat,3,1,
SunflowerSunflowerSunflowerSunflowerSunflowerSunflower,sunflowersunflowersunflowersunflowersunflowersunflower,sunflowersunflowersunflowersunflowersunflowersunflower,3,1,
Sustainable forestry,tree_wood_forest,tree_wood_forest,0,1,
Sustainable forestry in Natura 2000 area,tree_wood_forest,tree_wood_forest,0,1,
SwedeSwede,swede_rutabagaswede_rutabaga,swede_rutabagaswede_rutabaga,3,1,
Swedes,swede_rutabaga,swede_rutabaga,3,1,
Sweet Cicely,leaf_celery,leaf_celery,3,1,
Sweet Lupins,sweet_lupins,sweet_lupins,3,1,
Sweet and sour cherries,cherry_cherries,cherry_cherries,3,1,
Sweet cherry,cherry_cherries,cherry_cherries,3,1,
Sweet cherry with undergrowth of grass,cherry_cherries,cherry_cherries,3,1,
Sweet cherry without undergrowth of grass,cherry_cherries,cherry_cherries,3,1,
Sweet chestnut,sweet_chestnuts,sweet_chestnuts,3,1,
Sweet cloverSweet clover,cloverclover,cloverclover,2,1,
Sweet cornSweet cornSweet cornSweet cornSweet corn,grain_maize_corn_popcorngrain_maize_corn_popcorngrain_maize_corn_popcorngrain_maize_corn_popcorngrain_maize_corn_popcorn,grain_maize_corn_popcorngrain_maize_corn_popcorngrain_maize_corn_popcorngrain_maize_corn_popcorngrain_maize_corn_popcorn,3,1,
Sweet lupine,sweet_lupins,sweet_lupins,3,1,
Sweet lupines,sweet_lupins,sweet_lupins,3,1,
Sweet potato,sweet_potatoes,sweet_potatoes,3,1,
Sweet potato (sweet potato),sweet_potatoes,sweet_potatoes,3,1,
Sweet potatoes,sweet_potatoes,sweet_potatoes,3,1,
Sweet spring lupine sown after 31 May,sweet_lupins,sweet_lupins,3,1,
Sweet spring lupine sown before 31 May,sweet_lupins,sweet_lupins,3,1,
Sweet winter lupine,sweet_lupins,sweet_lupins,3,1,
Swiss chard,beetroot_beets,beetroot_beets,3,1,
Swiss chard,chard,chard,3,1,
Switch grass,switchgrass,switchgrass,2,1,
Switchgrass / switchgrass,switchgrass,switchgrass,2,1,
TABLE APPLES (Edible Apples),apples,apples,3,1,
TABLE PEARS,pears,pears,3,1,
TEMPORARY MEADOW,temporary_grass,temporary_grass,2,1,
TEMPORARY MEADOW; ANNUAL AND OTHER CULT. FORAGE ANNUALS,other_arable_land_crops,other_arable_land_crops,2,2,
TEMPORARY MEADOW; ANNUAL AND OTHER CULT. FORAGE ANNUALS,temporary_grass,temporary_grass,2,1,
TEMPORARY MEADOWS,temporary_grass,temporary_grass,2,1,
TEMPORARY MEADOWS; OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
TOMATO,tomato,tomato,3,1,
TOPINAMBUR (Helianthus tuberosus),topinambur_jerusalem_artichoke,topinambur_jerusalem_artichoke,3,1,
TRITICALE,triticale,triticale,3,1,
TURF,peat_turf,peat_turf,2,1,
TURNIP,turnips,turnips,3,1,
TURNIP; TURNIPTURNIP; TURNIP,turnipsturnips,turnipsturnips,3,1,
Table beets chard (leaf beets),beetroot_beets,beetroot_beets,3,1,
Table turnips,swede_rutabaga,swede_rutabaga,3,1,
Tagetes,tagetes,tagetes,3,1,
Tagetes (marigold),tagetes,tagetes,3,1,
"Tagetes (sand, loess) (no green fallow)",other_arable_land_crops,other_arable_land_crops,2,2,
Tagetes / marigold,tagetes,tagetes,3,1,
Tagetes erecta (marigold),calendula_marigold,calendula_marigold,3,1,
Tagetes patula (tagetes),tagetes,tagetes,3,1,
Tall fescue seeds,festuca_fescue,festuca_fescue,3,1,
Tarragon,tarragon,tarragon,3,1,
Tayberry,tayberry,tayberry,3,1,
Temporarily uncultivated land due to public works,unmaintained,unmaintained,0,0,
Temporarily unused agricultural area,unmaintained,unmaintained,0,0,
Temporary,not_known_and_other,not_known_and_other,0,0,
Temporary non-cultivated land,unmaintained,unmaintained,0,0,
Temporary uncultivated land other than for public works,unmaintained,unmaintained,0,0,
Tensile and berry shrubs pot and container field,shrubberries_shrubs,shrubberries_shrubs,3,1,
The rooting of hop seedlings,hops,hops,3,1,
Thermophilic and drought-tolerant permanent grassland (type A),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Thyme,thyme,thyme,3,1,
Thyme (also garden thyme),thyme,thyme,3,1,
Thyme seeds,thyme,thyme,3,1,
Timothy,timothy,timothy,3,1,
Timothy 5 years or less,timothy,timothy,3,1,
Timothy seeds,timothy,timothy,3,1,
TobaccoTobacco,tobaccotobacco,tobaccotobacco,3,1,
Tobacco Virginia,tobacco,tobacco,3,1,
TomatoTomato,tomatotomato,tomatotomato,3,1,
Tomato for processing,tomato,tomato,3,1,
TomatoesTomatoes,tomatotomato,tomatotomato,3,1,
Tomatoes - fresh,tomato,tomato,3,1,
TopinamburTopinamburTopinambur,topinambur_jerusalem_artichoketopinambur_jerusalem_artichoketopinambur_jerusalem_artichoke,topinambur_jerusalem_artichoketopinambur_jerusalem_artichoketopinambur_jerusalem_artichoke,3,1,
Tree crop,tree_wood_forest,tree_wood_forest,0,1,
Tree cultivation - forest and hedge plants,tree_wood_forest,tree_wood_forest,0,1,
Tree cultivation - fruit cultivation,tree_wood_forest,tree_wood_forest,0,1,
Tree nurseries (excluding soft fruit),nurseries_nursery,nurseries_nursery,3,1,
Tree nurseries on agricultural land,nurseries_nursery,nurseries_nursery,3,1,
Tree nursery and perennials,unspecified_tree_wood_forest,unspecified_tree_wood_forest,0,1,
Tree plantation,tree_wood_forest,tree_wood_forest,0,1,
Trial areas (only direct payment possible),not_known_and_other,not_known_and_other,0,0,
Trial plots with several eligible crops,other_arable_land_crops,other_arable_land_crops,2,2,
TriticaleTriticale,triticaletriticale,triticaletriticale,3,1,
Triticale,unspecified_season_triticale,unspecified_season_triticale,3,1,
Triticale summer,spring_triticale,summer_triticale,3,1,
Triticale winterTriticale winter,winter_triticalewinter_triticale,winter_triticalewinter_triticale,3,1,
Truffle patch (oak grove of mycorrhizal trees),truffle,truffle,0,1,
Tuber,other_permanent_crops_plantations,other_permanent_crops_plantations,3,1,
Tuberous sunflower,sunflower,sunflower,3,1,
Tulip flower bulbs and tubers,tulips,tulips,3,1,
Tulip other flower nursery crops,tulips,tulips,3,1,
"Tulip, dried flowers",tulips,tulips,3,1,
Tulips,tulips,tulips,3,1,
Tulips (garden tulip),tulips,tulips,3,1,
Turf,sod_turf,sod_turf,2,1,
TurnipTurnipTurnipTurnip,turnipsturnipsturnipsturnips,turnipsturnipsturnipsturnips,3,1,
Turnip - Industry,turnips,turnips,3,1,
Turnip - freshTurnip - fresh,turnipsturnips,turnipsturnips,3,1,
Turnip - industry,turnips,turnips,3,1,
Turnip greens,turnips,turnips,3,1,
Turnip greens production,turnips,turnips,3,1,
Turnip greens seeds and propagation material,turnips,turnips,3,1,
Turnip rapeTurnip rape,rapeseed_raperapeseed_rape,rapeseed_raperapeseed_rape,3,1,
Turnip rape winter,winter_rapeseed_rape,winter_rapeseed_rape,3,1,
Turnip seeds,turnips,turnips,3,1,
Turnips,turnips,turnips,3,1,
Turnips (winter),turnips,turnips,3,1,
UAA for which no support is available in the current year,currants,currants,3,1,
UNPRODUCTIVE,not_known_and_other,not_known_and_other,0,0,
URBAN ZONE,not_known_and_other,not_known_and_other,0,0,
Uferrandstrfprog. (AL only AUM),not_known_and_other,not_known_and_other,0,0,
Unconsolidated bare surface,not_known_and_other,not_known_and_other,0,0,
Uncultivated area next to water boreholes,not_known_and_other,not_known_and_other,0,0,
Uncultivated land due to a cultivation ban/exemption,unmaintained,unmaintained,0,0,
"Uncultivated land, temporary",other_arable_land_crops,other_arable_land_crops,2,2,
Unfixed rents permanent grass land,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Unknown/crop not specified,other_arable_land_crops,other_arable_land_crops,2,2,
Unpaved runway or airport safety zones,not_known_and_other,not_known_and_other,0,0,
Unsecured Rent,not_known_and_other,not_known_and_other,0,0,
Unspecified crop - small farmer,not_known_and_other,not_known_and_other,0,0,
Urban vegetated areas,kitchen_gardens,kitchen_gardens,3,1,
Utilized grass next to water borehole,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
VEGETABLE PLOT,fresh_vegetables,fresh_vegetables,3,1,
VEGETABLES IN THE FILM TUNNEL,greenhouse_foil_film,greenhouse_foil_film,3,1,
VEGETABLES IN THE GREENHOUSE,greenhouse_foil_film,greenhouse_foil_film,3,1,
VETCHES - GRAIN MIX,vetches,vetches,3,1,
VIALS,not_known_and_other,not_known_and_other,0,0,
VINE SCHOOLS,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
VINEYARDVINEYARD,vineyards_wine_vine_rebland_grapesvineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapesvineyards_wine_vine_rebland_grapes,3,1,
VINEYARD-NUTS,nuts,nuts,3,1,
VINEYARD-NUTS,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Valerian,valerian,valerian,3,1,
Valerian (real valerian),valerian,valerian,3,1,
Valerian production,valerian,valerian,3,1,
Valerian seeds and propagation material,valerian,valerian,3,1,
Vegetable cabbage (also ornamental cabbage),fresh_vegetables,fresh_vegetables,3,1,
Vegetable cabbage (head cabbage,brassica_oleracea_cabbage,brassica_oleracea_cabbage,3,1,
Vegetable cruciferous vegetables,fresh_vegetables,fresh_vegetables,3,1,
Vegetable cucurbits,cucurbits,cucurbits,3,1,
Vegetable growing (vegetables),fresh_vegetables,fresh_vegetables,3,1,
Vegetable marrow,fresh_vegetables,fresh_vegetables,3,1,
Vegetable nightshade family,fresh_vegetables,fresh_vegetables,3,1,
Vegetable pea,peas,peas,3,1,
Vegetable pea (marrow pea,peas,peas,3,1,
Vegetable turnip,turnips,turnips,3,1,
Vegetable turnip (stubble turnip,turnips,turnips,3,1,
Vegetable turnips,turnips,turnips,3,1,
Vegetable under cover,greenhouse_foil_film,greenhouse_foil_film,3,1,
Vegetables,fresh_vegetables,fresh_vegetables,3,1,
Vegetables and other horticultural crops,fresh_vegetables,fresh_vegetables,3,1,
Vegetables and other horticultural crops under glass or foil,greenhouse_foil_film,greenhouse_foil_film,3,1,
Vegetables if the BSA eligible vegetable crop species growing in a continuous area each occupy less than 0.3 ha and the total arable land area of ??the holding does not exceed 10 ha,fresh_vegetables,fresh_vegetables,3,1,
Vegetables mixtures,fresh_vegetables,fresh_vegetables,3,1,
Vegetables open ground (including vegetable seeds),not_known_and_other,not_known_and_other,0,0,
Vegetables other (greenhouse),greenhouse_foil_film,greenhouse_foil_film,3,1,
Vegetables other (outdoor),fresh_vegetables,fresh_vegetables,3,1,
Veronique,other_aromatic_medicinal_culinary_plants_spices_herbs,other_aromatic_medicinal_culinary_plants_spices_herbs,3,1,
Vetch,vetches,vetches,3,1,
Vetch planted for the 2015 harvest,vetches,vetches,3,1,
Vetch planted for the 2016 harvest,vetches,vetches,3,1,
Vetch planted for the 2017 harvest,vetches,vetches,3,1,
Vetch planted for the 2018 harvest,vetches,vetches,3,1,
Vetch variegated,vetches,vetches,3,1,
VetchesVetches,vetchesvetches,vetchesvetches,3,1,
Vetches summer,vetches,vetches,3,1,
Vetches winter,vetches,vetches,3,1,
Vine nurseries,nurseries_nursery,nurseries_nursery,3,1,
Vine: table grapes,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Vine: wine grapes,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Vine: wine grapes not in production,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Vines,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Vines for other uses than for wine or fruits,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
VineyardVineyard,vineyards_wine_vine_rebland_grapesvineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapesvineyards_wine_vine_rebland_grapes,3,1,
Viola tricolor,viola,viola,3,1,
Violets and pansies,violets_pansies,violets_pansies,3,1,
Viper's bugloss (100%),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Virginian tobacco,tobacco,tobacco,3,1,
Vitsenap,mustard,mustard,3,1,
WATERMELON,watermelon,watermelon,3,1,
WHEAT,common_soft_wheat,common_soft_wheat,3,1,
WHEAT; ANNUAL INTERCROPS AND OTHER FODDER CROPS FORRAG. ANNUALS,common_soft_wheat,common_soft_wheat,3,1,
WHEAT; ANNUAL INTERCROPS AND OTHER FODDER CROPS FORRAG. ANNUALS,fodder_roots,fodder_roots,3,1,
WHEAT; CORN,common_soft_wheat,common_soft_wheat,3,1,
WHEAT; CORN,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
WHEAT; CORN; OTHER VEGETABLES,common_soft_wheat,common_soft_wheat,3,1,
WHEAT; CORN; OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
WHEAT; CORN; OTHER VEGETABLES,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
WHEAT; LUPIN,common_soft_wheat,common_soft_wheat,3,1,
WHEAT; LUPIN,sweet_lupins,sweet_lupins,3,1,
WHEAT; MELON,common_soft_wheat,common_soft_wheat,3,1,
WHEAT; MELON,melon,melon,3,1,
WHEAT; OTHER VEGETABLES,common_soft_wheat,common_soft_wheat,3,1,
WHEAT; OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
WHEAT; VEGETABLES,common_soft_wheat,common_soft_wheat,3,1,
WHEAT; VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
WINE,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
WINE SOIL RECOVERY,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
WINTER BARLEY,winter_barley,winter_barley,3,1,
WINTER BARLEY / BUCKWHEAT,buckwheat,buckwheat,3,1,
WINTER BARLEY / BUCKWHEAT,winter_barley,winter_barley,3,1,
WINTER BARLEY / CLOVER,clover,clover,2,1,
WINTER BARLEY / CLOVER,winter_barley,winter_barley,3,1,
WINTER BARLEY / CLOVER GRASS,clover,clover,2,1,
WINTER BARLEY / CLOVER GRASS,winter_barley,winter_barley,3,1,
WINTER BARLEY / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
WINTER BARLEY / FIELD VEGETABLES,winter_barley,winter_barley,3,1,
WINTER BARLEY / FORAGE GRASS,temporary_grass,temporary_grass,2,1,
WINTER BARLEY / FORAGE GRASS,winter_barley,winter_barley,3,1,
WINTER BARLEY / GRAIN CORN,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
WINTER BARLEY / GRAIN CORN,winter_barley,winter_barley,3,1,
WINTER BARLEY / SILO CORN,green_silo_maize,green_silo_maize,3,1,
WINTER BARLEY / SILO CORN,winter_barley,winter_barley,3,1,
WINTER BARLEY / SOYBEANS,soy_soybeans,soy_soybeans,3,1,
WINTER BARLEY / SOYBEANS,winter_barley,winter_barley,3,1,
WINTER BEETS,beetroot_beets,beetroot_beets,3,1,
WINTER CARAWAY,caraway,caraway,3,1,
WINTER CEREALS / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
WINTER CEREALS / FIELD VEGETABLES,winter_meslin,winter_meslin,3,1,
WINTER HARD WHEAT (DURUM) / BUCKWHEAT,buckwheat,buckwheat,3,1,
WINTER HARD WHEAT (DURUM) / BUCKWHEAT,winter_durum_hard_wheat,winter_durum_hard_wheat,3,1,
WINTER MESLIN,winter_meslin,winter_meslin,3,1,
WINTER OATS,winter_oats,winter_oats,3,1,
WINTER POPPY,winter_poppy,winter_poppy,3,1,
WINTER RAPE,winter_rapeseed_rape,winter_rapeseed_rape,3,1,
WINTER RYE,winter_rye,winter_rye,3,1,
WINTER RYE / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
WINTER RYE / FIELD VEGETABLES,winter_rye,winter_rye,3,1,
WINTER SOFT WHEAT,winter_common_soft_wheat,winter_common_soft_wheat,3,1,
WINTER SOFT WHEAT / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
WINTER SOFT WHEAT / FIELD VEGETABLES,winter_common_soft_wheat,winter_common_soft_wheat,3,1,
WINTER SPELT (SPELT),winter_spelt,winter_spelt,3,1,
WINTER SPELT (SPELT) / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
WINTER SPELT (SPELT) / FIELD VEGETABLES,winter_spelt,winter_spelt,3,1,
WINTER TRITICALE,winter_triticale,winter_triticale,3,1,
WINTER TRITICALE / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
WINTER TRITICALE / FIELD VEGETABLES,winter_triticale,winter_triticale,3,1,
WINTER TRITICALE / FORAGE BEET,mangelwurzel_fodder_beet,mangelwurzel_fodder_beet,3,1,
WINTER TRITICALE / FORAGE BEET,winter_triticale,winter_triticale,3,1,
WINTER TRITICALE / MILLET,millet_sorghum,millet_sorghum,3,1,
WINTER TRITICALE / MILLET,winter_triticale,winter_triticale,3,1,
WINTER VETCHES,vetches,vetches,3,1,
WINTER WHEAT / BUCKWHEAT,buckwheat,buckwheat,3,1,
WINTER WHEAT / BUCKWHEAT,winter_common_soft_wheat,winter_common_soft_wheat,3,1,
Walnut common,walnuts,walnuts,3,1,
WalnutsWalnutsWalnuts,walnutswalnutswalnuts,walnutswalnutswalnuts,3,1,
Water and erosion protection strips,not_known_and_other,not_known_and_other,0,0,
Waterlogged forest,tree_wood_forest,tree_wood_forest,0,1,
Waterlogged vegetation,not_known_and_other,not_known_and_other,0,0,
Watermelon,watermelon,watermelon,3,1,
Watermelons and melons,melon,melon,3,1,
Westerwolds ryegrass,lolium_ryegrass,lolium_ryegrass,2,1,
Wetland,not_known_and_other,not_known_and_other,0,0,
Wetlands with set aside,not_known_and_other,not_known_and_other,0,0,
Wheat (autumn),winter_common_soft_wheat,winter_common_soft_wheat,3,1,
Wheat (spring),spring_common_soft_wheat,spring_common_soft_wheat,3,1,
